block_id,MSE,max_error
82,0.000215939,0.117554
83,0.000210369,0.116028
84,0.000234721,0.122559
85,0.000201608,0.113586
86,0.000195371,0.111816
87,0.000198158,0.11261
88,0.000237302,0.12323
89,0.000309028,0.140625
90,0.000405706,0.161133
91,0.000399214,0.15979
92,0.000334404,0.14624
93,0.00032258,0.143677
94,0.000290059,0.13623
95,0.000260722,0.12915
96,0.000294705,0.137329
97,0.000380982,0.156128
98,0.00038636,0.157227
99,0.000500628,0.178955
100,0.000290987,0.136353
101,9.75456e-05,0.0789185
102,0.000352954,0.150269
103,0.000465599,0.172607
104,0.000523891,0.183105
105,0.000488871,0.17688
106,0.000338728,0.147217
107,0.000234482,0.122498
108,0.000217958,0.118103
109,0.000228905,0.121033
110,0.000205092,0.114563
111,0.000169425,0.104126
112,0.000155237,0.0996704
113,0.00014514,0.0963745
114,0.000137522,0.093811
115,0.000140943,0.0949707
116,0.000142213,0.0953979
117,0.000135204,0.0930176
118,0.000136093,0.0933228
119,0.000149584,0.0978394
120,0.000141125,0.0950317
121,0.000137163,0.093689
122,0.000131855,0.0918579
123,0.000119042,0.0872803
124,0.000117383,0.0866699
125,0.000116229,0.0862427
126,0.0001159,0.0861206
127,0.000108308,0.083252
128,0.000409395,0.161865
129,0.000382081,0.156372
130,0.000355139,0.150757
131,0.000356289,0.151001
132,0.000383273,0.156616
133,0.000410631,0.162109
134,0.000447928,0.169312
135,0.000499725,0.178833
136,0.000533006,0.184692
137,0.00046687,0.172852
138,0.000506578,0.180054
139,0.000614844,0.198364
140,0.00066579,0.206421
141,0.000505478,0.17981
142,0.000363231,0.152466
143,0.000286381,0.135376
144,0.000243683,0.124878
145,0.000259164,0.128784
146,0.000250408,0.126587
147,0.00031729,0.142456
148,0.000370329,0.153931
149,0.000295825,0.137573
150,0.000244714,0.125122
151,0.000202479,0.113831
152,0.000222489,0.119324
153,0.000274115,0.132446
154,0.000377352,0.155396
155,0.000530935,0.184326
156,0.000542935,0.186401
157,0.000370879,0.154053
158,0.000333112,0.145996
159,0.000317706,0.142456
160,0.000531747,0.184326
161,0.000718989,0.214478
162,0.000792637,0.22522
163,0.000628863,0.200562
164,0.00039051,0.158081
165,0.00034093,0.147705
166,0.000335882,0.146606
167,0.000367917,0.153442
168,0.000328211,0.144897
169,0.0002584,0.12854
170,0.00026662,0.130615
171,0.000252342,0.127075
172,0.000203782,0.114197
173,0.000200741,0.113342
174,0.00020139,0.113525
175,0.000190709,0.110474
176,0.00016411,0.102478
177,0.000145877,0.0966187
178,0.00013485,0.0928955
179,0.000137163,0.093689
180,0.000138956,0.0942993
181,0.000134142,0.0926514
182,0.000136985,0.0936279
183,0.000140762,0.0949097
184,0.000138058,0.0939941
185,0.000135737,0.0932007
186,0.000126995,0.0901489
187,0.000120545,0.0878296
188,0.000119208,0.0873413
189,0.000117218,0.0866089
190,0.000112963,0.085022
191,0.000113613,0.0852661
192,0.000378514,0.15564
193,0.000366737,0.153198
194,0.0003679,0.153442
195,0.000357442,0.151245
196,0.000385069,0.156982
197,0.000416841,0.16333
198,0.000456371,0.170898
199,0.000539369,0.185791
200,0.000553659,0.188232
201,0.000461607,0.171875
202,0.000507253,0.180176
203,0.000582761,0.193115
204,0.000689622,0.210083
205,0.000698485,0.211426
206,0.00060378,0.196533
207,0.00034242,0.147949
208,0.000265135,0.130249
209,0.000330327,0.145386
210,0.000405177,0.161011
211,0.000533755,0.184814
212,0.000599065,0.195801
213,0.000543765,0.186523
214,0.000365118,0.152832
215,0.000236833,0.123108
216,0.000243686,0.124878
217,0.000250876,0.126709
218,0.000299435,0.138428
219,0.000420634,0.164062
220,0.000468907,0.173218
221,0.000455783,0.170776
222,0.000535287,0.185059
223,0.000572528,0.191406
224,0.000669055,0.206909
225,0.00079,0.224854
226,0.00077806,0.223145
227,0.000406785,0.161255
228,0.000274631,0.132568
229,0.000277683,0.133301
230,0.000286901,0.135498
231,0.000350557,0.14978
232,0.000382462,0.156372
233,0.000326313,0.144287
234,0.000362773,0.152222
235,0.000282271,0.134399
236,0.000216624,0.117737
237,0.000180932,0.107605
238,0.000182578,0.108093
239,0.000188396,0.109802
240,0.000178886,0.106995
241,0.000167248,0.103455
242,0.000152964,0.098938
243,0.000144405,0.0961304
244,0.000139676,0.0945435
245,0.000135738,0.0932007
246,0.000142213,0.0953979
247,0.000137163,0.093689
248,0.000138597,0.0941772
249,0.00013485,0.0928955
250,0.000131156,0.0916138
251,0.000130108,0.0912476
252,0.000128028,0.0905151
253,0.00011459,0.0856323
254,0.000118547,0.0870972
255,0.000141491,0.0951538
256,0.000324763,0.144165
257,0.00032696,0.144653
258,0.000329727,0.145264
259,0.000327511,0.144775
260,0.000360335,0.151855
261,0.000408784,0.161743
262,0.000479471,0.175171
263,0.000568089,0.190674
264,0.000629301,0.200684
265,0.000618638,0.198975
266,0.000623203,0.199707
267,0.000648586,0.203735
268,0.000725335,0.215454
269,0.000754384,0.219727
270,0.000782299,0.223755
271,0.000686698,0.209595
272,0.000521344,0.182617
273,0.000592388,0.194702
274,0.000642394,0.202759
275,0.000655612,0.204834
276,0.000716363,0.214111
277,0.000757762,0.220215
278,0.000570498,0.19104
279,0.000372685,0.154419
280,0.000264603,0.130127
281,0.000232148,0.121887
282,0.000281766,0.134277
283,0.000331953,0.145752
284,0.000415643,0.163086
285,0.000530928,0.184326
286,0.000543082,0.186401
287,0.000422569,0.164429
288,0.000512914,0.181152
289,0.000545427,0.186768
290,0.000381435,0.156128
291,0.000208857,0.115601
292,0.000193256,0.111206
293,0.000201181,0.113464
294,0.000226606,0.120422
295,0.000269619,0.131348
296,0.000515239,0.181519
297,0.000708251,0.212891
298,0.000401323,0.160156
299,0.000224552,0.119873
300,0.000207283,0.115173
301,0.000187142,0.109436
302,0.000199023,0.112854
303,0.000204,0.114258
304,0.000192186,0.110901
305,0.000176042,0.10614
306,0.000164496,0.1026
307,0.000164301,0.102539
308,0.000152587,0.0988159
309,0.000144404,0.0961304
310,0.000137522,0.093811
311,0.000130457,0.0913696
312,0.000131855,0.0918579
313,0.000135027,0.0929565
314,0.000137521,0.093811
315,0.000138597,0.0941772
316,0.000126652,0.0900269
317,0.000117879,0.086853
318,0.000143672,0.0958862
319,0.000146429,0.0968018
320,0.000289478,0.136108
321,0.000294691,0.137329
322,0.000320372,0.143188
323,0.000316019,0.142212
324,0.000329174,0.145142
325,0.000356291,0.151001
326,0.000443426,0.168457
327,0.000497011,0.178345
328,0.000563767,0.189941
329,0.000638518,0.202148
330,0.000555142,0.188477
331,0.000538054,0.185547
332,0.000735242,0.216919
333,0.000787429,0.224487
334,0.000823807,0.229614
335,0.000848518,0.233032
336,0.000816834,0.228638
337,0.000720418,0.214722
338,0.000733598,0.216675
339,0.000763652,0.221069
340,0.000844965,0.232544
341,0.000839649,0.231812
342,0.000779761,0.223389
343,0.000673813,0.207642
344,0.00048516,0.176147
345,0.000362205,0.152222
346,0.000376219,0.155151
347,0.000317138,0.142456
348,0.000391161,0.158203
349,0.000354115,0.150513
350,0.000322105,0.143555
351,0.00026365,0.129883
352,0.000210396,0.116028
353,0.000184239,0.108582
354,0.000165483,0.102905
355,0.000149213,0.0977173
356,0.000168831,0.103943
357,0.000175838,0.106079
358,0.000204447,0.11438
359,0.000301619,0.138916
360,0.000377386,0.155396
361,0.000431372,0.166138
362,0.000245132,0.125244
363,0.000211924,0.116455
364,0.000219096,0.118408
365,0.000230774,0.121521
366,0.000249919,0.126465
367,0.00023076,0.121521
368,0.000197725,0.112488
369,0.000183823,0.108459
370,0.000201209,0.113464
371,0.0001999,0.113098
372,0.000172817,0.105164
373,0.000149586,0.0978394
374,0.000132205,0.09198
375,0.00012528,0.0895386
376,0.00012924,0.0909424
377,0.00014022,0.0947266
378,0.000142577,0.09552
379,0.000137164,0.093689
380,0.000126309,0.0899048
381,0.000126482,0.0899658
382,0.000149025,0.0976562
383,0.000144407,0.0961304
384,0.000307398,0.140259
385,0.000280205,0.133911
386,0.000283796,0.134766
387,0.000294691,0.137329
388,0.000320919,0.143311
389,0.000343726,0.148315
390,0.000394105,0.158813
391,0.000393507,0.158691
392,0.000439605,0.167725
393,0.00054011,0.185913
394,0.000559409,0.189209
395,0.000477498,0.174805
396,0.000656448,0.204956
397,0.00081333,0.228149
398,0.000861006,0.234741
399,0.000890808,0.23877
400,0.000840565,0.231934
401,0.000612691,0.197998
402,0.000497201,0.178345
403,0.000713164,0.213623
404,0.000839658,0.231812
405,0.000855643,0.234009
406,0.000858322,0.234375
407,0.000822058,0.22937
408,0.000707409,0.212769
409,0.000475526,0.174438
410,0.000319694,0.142944
411,0.000203721,0.114075
412,0.000368,0.153442
413,0.000296939,0.137817
414,0.00021886,0.118347
415,0.00020816,0.115417
416,0.000186309,0.109192
417,0.000184645,0.108704
418,0.00017604,0.10614
419,0.000178074,0.10675
420,0.000193476,0.111267
421,0.000205104,0.114563
422,0.000255352,0.127808
423,0.000407004,0.161377
424,0.00059833,0.195679
425,0.000633253,0.201294
426,0.000543385,0.186401
427,0.000421122,0.164062
428,0.000429711,0.165771
429,0.00041524,0.162964
430,0.00044426,0.168579
431,0.000476059,0.174438
432,0.00022688,0.120483
433,0.000325606,0.144287
434,0.00047653,0.174561
435,0.000285941,0.135254
436,0.000190926,0.110535
437,0.000155999,0.0999146
438,0.000139136,0.0943604
439,0.000135204,0.0930176
440,0.000140762,0.0949097
441,0.000160604,0.101379
442,0.000160221,0.101257
443,0.000136095,0.0933228
444,0.000135739,0.0932007
445,0.000144772,0.0962524
446,0.000143673,0.0958862
447,0.000125282,0.0895386
448,0.000269085,0.131226
449,0.000251846,0.126953
450,0.000254758,0.127686
451,0.000276642,0.133057
452,0.000322018,0.143555
453,0.000359173,0.151611
454,0.000327541,0.144775
455,0.000306343,0.140015
456,0.000367326,0.15332
457,0.000435748,0.166992
458,0.000497004,0.178345
459,0.00046226,0.171997
460,0.000505286,0.17981
461,0.000626351,0.200195
462,0.000816841,0.228638
463,0.000813404,0.228149
464,0.000558802,0.189087
465,0.000379217,0.155762
466,0.000272173,0.131958
467,0.000381028,0.156128
468,0.000543841,0.186523
469,0.000696151,0.21106
470,0.000843225,0.2323
471,0.000809879,0.227661
472,0.000784012,0.223999
473,0.000582117,0.192993
474,0.000355837,0.150879
475,0.000221183,0.118958
476,0.00029317,0.136963
477,0.000272114,0.131958
478,0.000291094,0.136475
479,0.000293717,0.137085
480,0.000234965,0.12262
481,0.000207058,0.115112
482,0.000206184,0.114868
483,0.00022845,0.120911
484,0.000273613,0.132324
485,0.000342105,0.147949
486,0.000506011,0.179932
487,0.000557287,0.188843
488,0.00066108,0.205688
489,0.000692027,0.210449
490,0.00072205,0.214966
491,0.000776338,0.2229
492,0.000821187,0.229248
493,0.000770454,0.222046
494,0.000738574,0.217407
495,0.000738552,0.217407
496,0.000552016,0.187866
497,0.000666638,0.206543
498,0.000676914,0.20813
499,0.000348378,0.149292
500,0.000233563,0.122253
501,0.000187573,0.109558
502,0.000163327,0.102234
503,0.000152586,0.0988159
504,0.000152962,0.098938
505,0.000173219,0.105286
506,0.000166461,0.10321
507,0.000152209,0.0986938
508,0.000149958,0.0979614
509,0.000143675,0.0958862
510,0.00012614,0.0898438
511,0.000118876,0.0872192
512,0.000226141,0.1203
513,0.000231681,0.121765
514,0.000249428,0.126343
515,0.000292089,0.136719
516,0.000372605,0.154419
517,0.000369105,0.153687
518,0.000266584,0.130615
519,0.000260149,0.129028
520,0.000302085,0.139038
521,0.000375558,0.155029
522,0.000431301,0.166138
523,0.000429395,0.165771
524,0.00038867,0.157715
525,0.000530315,0.184204
526,0.000798627,0.226074
527,0.000656607,0.204956
528,0.000266295,0.130493
529,0.000182508,0.107971
530,0.000136227,0.0933228
531,0.000157692,0.100403
532,0.000271675,0.131836
533,0.000366245,0.153076
534,0.000432254,0.16626
535,0.000547994,0.187256
536,0.000667414,0.206665
537,0.000566023,0.190308
538,0.000307332,0.140137
539,0.000274424,0.132446
540,0.00033756,0.146973
541,0.000295766,0.137573
542,0.000432582,0.166382
543,0.000431349,0.166138
544,0.000319372,0.142944
545,0.000234966,0.12262
546,0.000254282,0.127563
547,0.000273102,0.132202
548,0.000313869,0.141724
549,0.000496404,0.178223
550,0.000620912,0.199341
551,0.000660287,0.205566
552,0.000672103,0.207397
553,0.000695243,0.210938
554,0.000761953,0.220825
555,0.000839657,0.231812
556,0.000895369,0.23938
557,0.000904525,0.240601
558,0.00085208,0.233521
559,0.000769551,0.221924
560,0.000736058,0.217041
561,0.000688071,0.209839
562,0.000477544,0.174805
563,0.00039654,0.159302
564,0.000361534,0.1521
565,0.000275682,0.132812
566,0.00019859,0.112732
567,0.000169625,0.104187
568,0.000149958,0.0979614
569,0.000167256,0.103455
570,0.000190504,0.110413
571,0.000172016,0.104919
572,0.000155616,0.0997925
573,0.000135388,0.0930786
574,0.000118377,0.0870361
575,0.000112638,0.0848999
576,0.00024131,0.124268
577,0.000260639,0.12915
578,0.000285344,0.135132
579,0.000354001,0.150513
580,0.000445356,0.168823
581,0.000435808,0.166992
582,0.000367972,0.153442
583,0.00035176,0.150024
584,0.000320404,0.143188
585,0.000326964,0.144653
586,0.00037555,0.155029
587,0.000432563,0.166382
588,0.000423101,0.164551
589,0.000509373,0.180542
590,0.00072289,0.215088
591,0.000553149,0.18811
592,0.000214067,0.117004
593,8.39831e-05,0.0733032
594,7.87632e-05,0.0709839
595,0.000154747,0.0994263
596,0.00023466,0.122498
597,0.00022985,0.121277
598,0.000177375,0.106506
599,0.00038691,0.157349
600,0.000505239,0.17981
601,0.000428151,0.165527
602,0.000283955,0.134766
603,0.000143735,0.0958862
604,0.000204719,0.114441
605,0.000188417,0.109802
606,0.000278394,0.133423
607,0.000435756,0.166992
608,0.000463574,0.172241
609,0.00041882,0.163696
610,0.000422569,0.164429
611,0.000402151,0.1604
612,0.000429458,0.165771
613,0.000559447,0.189209
614,0.000653248,0.204468
615,0.000665001,0.206299
616,0.000686419,0.209595
617,0.000736062,0.217041
618,0.000809857,0.227661
619,0.000888081,0.238403
620,0.000928544,0.243774
621,0.000940674,0.245361
622,0.000922975,0.243042
623,0.000797751,0.225952
624,0.000722049,0.214966
625,0.000667424,0.206665
626,0.000399582,0.159912
627,0.000424348,0.164795
628,0.000438931,0.167603
629,0.000340977,0.147705
630,0.000240128,0.123962
631,0.000211047,0.116211
632,0.00018116,0.107666
633,0.000206445,0.114929
634,0.00025186,0.126953
635,0.000199669,0.113037
636,0.00017282,0.105164
637,0.000149961,0.0979614
638,0.000141497,0.0951538
639,0.000136105,0.0933228
640,0.00029522,0.137451
641,0.00032808,0.144897
642,0.000386286,0.157227
643,0.00044665,0.169067
644,0.000505203,0.17981
645,0.00054292,0.186401
646,0.000564488,0.190063
647,0.000578356,0.192383
648,0.000517689,0.182007
649,0.000380892,0.156128
650,0.000372597,0.154419
651,0.000420592,0.164062
652,0.000492252,0.17749
653,0.000602831,0.196411
654,0.000757748,0.220215
655,0.000705147,0.212402
656,0.000362761,0.152344
657,0.000146964,0.0968628
658,0.00038601,0.15686
659,0.000627377,0.200317
660,0.000462581,0.171997
661,0.000293203,0.136963
662,0.000349115,0.149292
663,0.00055474,0.188354
664,0.000634759,0.201538
665,0.000561964,0.189575
666,0.000537632,0.185425
667,0.000486108,0.17627
668,0.000406817,0.161255
669,0.000201591,0.113464
670,0.000215824,0.117493
671,0.000330853,0.145508
672,0.00042187,0.164307
673,0.000488872,0.17688
674,0.000509321,0.180542
675,0.000497,0.178345
676,0.000523889,0.183105
677,0.000602043,0.196289
678,0.000676866,0.20813
679,0.000693636,0.210693
680,0.000720413,0.214722
681,0.000789146,0.224731
682,0.00085386,0.233765
683,0.00090544,0.240723
684,0.000930404,0.244019
685,0.000943484,0.245728
686,0.000923901,0.243164
687,0.000832601,0.230835
688,0.000746028,0.218506
689,0.00061648,0.198608
690,0.000380302,0.156006
691,0.000416215,0.163208
692,0.000451812,0.170044
693,0.000409414,0.161865
694,0.000291056,0.136475
695,0.000318221,0.1427
696,0.000356427,0.151001
697,0.000401595,0.160278
698,0.000388158,0.157593
699,0.000239687,0.12384
700,0.000216393,0.117676
701,0.000209275,0.115723
702,0.000212602,0.116638
703,0.000211719,0.116394
704,0.000344859,0.14856
705,0.000370243,0.153931
706,0.000427507,0.165405
707,0.000507255,0.180176
708,0.00048887,0.17688
709,0.000497707,0.178467
710,0.000521198,0.182617
711,0.000577769,0.192261
712,0.000605151,0.196777
713,0.000446032,0.168945
714,0.000389874,0.157959
715,0.000400185,0.160034
716,0.000479481,0.175171
717,0.00060056,0.196045
718,0.000682445,0.208984
719,0.000743539,0.21814
720,0.000598546,0.195679
721,0.000578638,0.192383
722,0.000739468,0.217529
723,0.000862806,0.234985
724,0.000811699,0.227905
725,0.000752031,0.21936
726,0.000823811,0.229614
727,0.000804665,0.226929
728,0.00075104,0.219238
729,0.000725333,0.215454
730,0.000703312,0.212158
731,0.000682427,0.208984
732,0.000676857,0.20813
733,0.00066186,0.205811
734,0.000563132,0.189819
735,0.000403883,0.160767
736,0.000378525,0.15564
737,0.000486193,0.176392
738,0.000510025,0.180664
739,0.000488195,0.176758
740,0.000494282,0.177856
741,0.000563011,0.189819
742,0.000675284,0.207886
743,0.000710616,0.213257
744,0.000755228,0.219849
745,0.000826439,0.22998
746,0.000879009,0.237183
747,0.000908199,0.241089
748,0.0009239,0.243164
749,0.000930405,0.244019
750,0.000920195,0.242676
751,0.000867289,0.235596
752,0.000784018,0.223999
753,0.000517025,0.181885
754,0.000386271,0.157227
755,0.000439579,0.167725
756,0.000455715,0.170776
757,0.00044021,0.167847
758,0.000405733,0.161133
759,0.000433281,0.166504
760,0.000608872,0.197388
761,0.000602795,0.196411
762,0.000473504,0.174072
763,0.000411354,0.162231
764,0.000380402,0.156006
765,0.000344362,0.148438
766,0.000304224,0.139526
767,0.000267596,0.130859
768,0.000330285,0.145386
769,0.000356865,0.151123
770,0.000388077,0.157593
771,0.00044988,0.169678
772,0.000329286,0.145142
773,0.000294366,0.137207
774,0.000254916,0.127686
775,0.000264307,0.130005
776,0.000302494,0.139038
777,0.00047149,0.173706
778,0.000411251,0.162231
779,0.000406315,0.161255
780,0.000466202,0.172729
781,0.000555077,0.188477
782,0.00060581,0.196899
783,0.000630073,0.200806
784,0.000692036,0.210449
785,0.000714701,0.213867
786,0.000829076,0.230347
787,0.000852089,0.233521
788,0.00079951,0.226196
789,0.00071963,0.2146
790,0.000675307,0.207886
791,0.000617135,0.19873
792,0.000637761,0.202026
793,0.000705743,0.212524
794,0.000697658,0.211304
795,0.000688018,0.209839
796,0.000684023,0.209229
797,0.000682427,0.208984
798,0.000669733,0.207031
799,0.000495769,0.178101
800,0.000408229,0.161621
801,0.000597561,0.195557
802,0.00057685,0.192139
803,0.000537952,0.185547
804,0.00052459,0.183228
805,0.00055005,0.187622
806,0.000610325,0.197632
807,0.000666587,0.206543
808,0.00075355,0.219604
809,0.000830832,0.230591
810,0.00088717,0.238281
811,0.000914647,0.241943
812,0.000930405,0.244019
813,0.000926685,0.24353
814,0.000913729,0.241821
815,0.000832603,0.230835
816,0.000720418,0.214722
817,0.00055082,0.187744
818,0.000450518,0.1698
819,0.000468832,0.173218
820,0.00046094,0.171753
821,0.000480143,0.175293
822,0.000567441,0.190552
823,0.000708244,0.212891
824,0.000789148,0.224731
825,0.000630879,0.200928
826,0.000614098,0.198242
827,0.000602799,0.196411
828,0.000602056,0.196289
829,0.000499753,0.178833
830,0.0004181,0.163574
831,0.000459709,0.171509
832,0.000296266,0.137695
833,0.000316562,0.142334
834,0.000360335,0.151855
835,0.000385116,0.156982
836,0.000207873,0.115295
837,7.60901e-05,0.0697632
838,9.65349e-05,0.0785522
839,0.000271395,0.131714
840,0.000335464,0.146484
841,0.000492923,0.177612
842,0.000431294,0.166138
843,0.000416839,0.16333
844,0.000466195,0.172729
845,0.000503143,0.179443
846,0.000520396,0.182495
847,0.000585684,0.193604
848,0.00066502,0.206299
849,0.000672106,0.207397
850,0.00065726,0.205078
851,0.000579875,0.192627
852,0.00052953,0.184082
853,0.000523196,0.182983
854,0.00057979,0.192627
855,0.000554361,0.188354
856,0.000576855,0.192139
857,0.000628536,0.200562
858,0.000645512,0.203247
859,0.000691229,0.210327
860,0.000696854,0.211182
861,0.000674487,0.207764
862,0.000637774,0.202026
863,0.00055439,0.188354
864,0.000484838,0.176147
865,0.000590861,0.194458
866,0.000590857,0.194458
867,0.000586422,0.193726
868,0.000615597,0.198486
869,0.000593837,0.194946
870,0.000598309,0.195679
871,0.000667373,0.206665
872,0.000764483,0.221191
873,0.000838765,0.231689
874,0.000862799,0.234985
875,0.000888994,0.238525
876,0.00091835,0.242432
877,0.000894459,0.239258
878,0.000846745,0.232788
879,0.000796017,0.225708
880,0.000751876,0.21936
881,0.000637001,0.201904
882,0.000497006,0.178345
883,0.000468173,0.173096
884,0.000501772,0.179199
885,0.000592392,0.194702
886,0.000790028,0.224854
887,0.00084319,0.2323
888,0.000839649,0.231812
889,0.000816821,0.228638
890,0.00073359,0.216675
891,0.000679267,0.208496
892,0.000675304,0.207886
893,0.000554366,0.188354
894,0.000523209,0.182983
895,0.00051346,0.181274
896,0.000272593,0.13208
897,0.000267579,0.130859
898,0.000299439,0.138428
899,0.000251517,0.126831
900,0.000134348,0.0927124
901,0.000155085,0.0996094
902,0.000225938,0.120178
903,0.000504519,0.179688
904,0.000458326,0.171265
905,0.000476795,0.174683
906,0.000441494,0.168091
907,0.000428759,0.165649
908,0.000455058,0.170654
909,0.00049157,0.177368
910,0.000516227,0.181763
911,0.000590879,0.194458
912,0.000649401,0.203857
913,0.000519768,0.182373
914,0.000425653,0.165039
915,0.000369672,0.153809
916,0.000408786,0.161743
917,0.000451174,0.169922
918,0.000479512,0.175171
919,0.00049228,0.17749
920,0.00047085,0.173584
921,0.000423773,0.164673
922,0.000470202,0.173462
923,0.000641611,0.202637
924,0.000624765,0.199951
925,0.000501106,0.179077
926,0.000458987,0.171387
927,0.00054577,0.18689
928,0.000585688,0.193604
929,0.000613319,0.19812
930,0.000611809,0.197876
931,0.000611054,0.197754
932,0.000637743,0.202026
933,0.000680838,0.20874
934,0.000708993,0.213013
935,0.00067527,0.207886
936,0.000753564,0.219604
937,0.000834358,0.231079
938,0.00081072,0.227783
939,0.000820311,0.229126
940,0.000839648,0.231812
941,0.000822057,0.22937
942,0.000802918,0.226685
943,0.000774635,0.222656
944,0.000758596,0.220337
945,0.000614858,0.198364
946,0.000507964,0.180298
947,0.000474137,0.174194
948,0.00054292,0.186401
949,0.000675319,0.207886
950,0.000836117,0.231323
951,0.000860109,0.234619
952,0.000869082,0.23584
953,0.000840542,0.231934
954,0.000817691,0.22876
955,0.000684393,0.209229
956,0.000298636,0.137695
957,0.000249402,0.125854
958,0.000313603,0.141235
959,0.00043299,0.16626
960,0.000282773,0.134521
961,0.000282256,0.134399
962,0.000242033,0.124451
963,0.000212204,0.116516
964,0.000141537,0.0951538
965,0.000230342,0.121399
966,0.000210848,0.11615
967,0.000269298,0.131226
968,0.000347246,0.149048
969,0.000442777,0.168335
970,0.000458319,0.171265
971,0.00045116,0.169922
972,0.000473472,0.174072
973,0.000511384,0.180908
974,0.000521095,0.182617
975,0.00058273,0.193115
976,0.000555808,0.188599
977,0.000408182,0.161621
978,0.000367914,0.153442
979,0.000370262,0.153931
980,0.0003726,0.154419
981,0.000338664,0.147217
982,0.000362086,0.152222
983,0.000411261,0.162231
984,0.000377354,0.155396
985,0.000323119,0.143799
986,0.000442239,0.168213
987,0.00049706,0.178345
988,0.0004269,0.165283
989,0.000425001,0.164917
990,0.000395341,0.159058
991,0.000400847,0.160156
992,0.000503914,0.179565
993,0.000609556,0.19751
994,0.000623947,0.199829
995,0.000625471,0.200073
996,0.000654813,0.204712
997,0.000726162,0.215576
998,0.000790001,0.224854
999,0.000743555,0.21814
1000,0.000737719,0.217285
1001,0.000767862,0.22168
1002,0.000771245,0.222168
1003,0.000772089,0.22229
1004,0.00081159,0.227905
1005,0.000803785,0.226807
1006,0.000768704,0.221802
1007,0.000735237,0.216919
1008,0.000633188,0.201294
1009,0.00047618,0.174561
1010,0.000391709,0.158325
1011,0.000389894,0.157959
1012,0.000475486,0.174438
1013,0.000672217,0.207397
1014,0.000824696,0.229736
1015,0.00080727,0.227295
1016,0.000815992,0.228516
1017,0.000600333,0.195801
1018,0.000241114,0.123718
1019,0.00010111,0.0803833
1020,0.000127728,0.0903931
1021,0.000106013,0.0823364
1022,8.85985e-05,0.0752563
1023,6.38823e-05,0.0639038
1024,0.000347129,0.149048
1025,0.000308473,0.140503
1026,0.000271609,0.131836
1027,0.000271625,0.131836
1028,0.000261197,0.129272
1029,0.000328078,0.144897
1030,0.000259231,0.128784
1031,0.000132268,0.09198
1032,0.00019364,0.111267
1033,0.000335985,0.146606
1034,0.000385804,0.157104
1035,0.000374511,0.154785
1036,0.000458355,0.171265
1037,0.000506573,0.180054
1038,0.000513466,0.181274
1039,0.000547191,0.187134
1040,0.000482149,0.175659
1041,0.000444065,0.168579
1042,0.00048686,0.176514
1043,0.000424362,0.164795
1044,0.000322568,0.143677
1045,0.000288438,0.135864
1046,0.00029,0.13623
1047,0.000264621,0.130127
1048,0.000259204,0.128784
1049,0.000282286,0.134399
1050,0.000297918,0.138062
1051,0.000307453,0.140259
1052,0.000329749,0.145264
1053,0.000378513,0.15564
1054,0.000343183,0.148193
1055,0.000296794,0.137817
1056,0.000331967,0.145752
1057,0.000440923,0.167969
1058,0.000625498,0.200073
1059,0.000642377,0.202759
1060,0.000654823,0.204712
