group,index,expected,actual,diff
15,3,-78.0761,-78.0424,0.0337219
15,4,-148.898,-148.78,0.117966
15,5,-59.5482,-59.4893,0.05896
15,6,172.074,172.408,0.33403
15,7,-16.9229,-16.9681,0.0451355
16,0,146.125,147.713,1.58754
16,1,18.0255,18.0081,0.0173645
16,2,50.6904,51.0042,0.313843
16,3,-21.4321,-21.5149,0.0828094
16,4,79.875,80.2991,0.424133
16,5,70.3568,70.6938,0.337021
16,6,-86.3461,-87.0017,0.655609
16,7,124.757,125.421,0.664276
17,0,3.677,3.638,0.0390015
17,1,-36.1105,-36.0284,0.0820923
17,2,2.76035,2.70602,0.0543213
17,3,112.896,112.785,0.111206
17,4,-63.5374,-63.463,0.0744629
17,5,-28.056,-28.1628,0.106766
17,6,98.0525,98.1468,0.0943146
17,7,-20.2783,-20.299,0.0206909
18,0,-45.6735,-45.9673,0.293732
18,1,18.2853,18.2794,0.00587463
18,2,-57.1444,-57.405,0.260605
18,3,-11.1232,-11.0615,0.0616302
18,4,-98.2852,-98.4672,0.182022
18,5,46.2247,46.3707,0.145935
18,6,30.8424,31.0246,0.182144
18,7,9.00468,9.05661,0.0519257
19,0,-6.61412,-6.52341,0.0907135
19,1,90.835,90.7812,0.0538025
19,2,134.717,134.928,0.210388
19,3,-0.0683899,0.0609741,0.129364
19,4,-12.9014,-12.924,0.0226746
19,5,57.187,57.2422,0.0552521
19,6,-62.8396,-62.9653,0.125656
19,7,-25.9613,-25.9782,0.0168762
20,0,-75.375,-75.7753,0.400253
20,1,-59.6423,-59.5812,0.0611115
20,2,36.8434,36.8761,0.0326538
20,3,134.795,134.743,0.0523224
20,4,12.375,12.3723,0.00265503
20,5,-3.86755,-3.93425,0.0666962
20,6,-49.2211,-49.3272,0.106079
20,7,-29.8555,-29.9349,0.079422
21,0,182.899,183.871,0.972443
21,1,-18.7041,-18.7266,0.0224609
21,2,83.592,83.6124,0.0203857
21,3,36.6818,36.7354,0.0536194
21,4,-26.4862,-26.4315,0.054657
21,5,140.841,140.775,0.0660248
21,6,53.7228,53.7654,0.0425873
21,7,-101.224,-101.224,0.000579834
22,0,59.9142,60.3755,0.461334
22,1,-19.1039,-19.2056,0.101685
22,2,-119.408,-119.769,0.361206
22,3,73.1346,73.3217,0.187103
22,4,-24.6384,-24.6204,0.0179291
22,5,112.473,112.569,0.0963287
22,6,58.6444,58.9104,0.266022
22,7,48.4023,48.4175,0.0152283
23,0,-12.7774,-12.8739,0.0965118
23,1,-5.78351,-5.83086,0.047348
23,2,171.004,171.26,0.255264
23,3,56.6147,56.6788,0.0640717
23,4,-77.5304,-77.5435,0.0130768
23,5,21.5616,21.4544,0.107193
23,6,54.3155,54.3793,0.0638428
23,7,-1.66176,-1.67482,0.0130615
24,0,-10.375,-10.4877,0.112717
24,1,-83.0501,-83.4991,0.448959
24,2,69.9151,70.4147,0.499695
24,3,-63.435,-63.8212,0.386246
24,4,51.875,52.1505,0.275452
24,5,-28.9732,-29.0735,0.100296
24,6,-9.8826,-9.99687,0.114273
24,7,14.6775,14.7276,0.0501709
25,0,62.5356,62.9048,0.369125
25,1,-186.768,-186.749,0.0191956
25,2,-75.6644,-75.8924,0.227997
25,3,73.0714,72.9896,0.0818024
25,4,30.8736,30.7897,0.0838623
25,5,-24.7347,-24.7557,0.0209961
25,6,-44.2956,-44.2826,0.0130005
25,7,28.3848,28.1721,0.212646
26,0,50.5504,50.9098,0.35939
26,1,-20.7208,-20.7512,0.0304718
26,2,49.9964,50.0842,0.0877533
26,3,-2.46161,-2.54132,0.0797119
26,4,82.7556,82.8359,0.0803375
26,5,-29.5535,-29.6299,0.0764313
26,6,-48.7791,-49.0203,0.241119
26,7,117.023,117.174,0.150864
27,0,-76.2444,-76.6202,0.375793
27,1,50.2822,50.2347,0.0475159
27,2,-82.114,-82.3207,0.206772
27,3,-23.8581,-23.7825,0.0755463
27,4,91.425,91.4487,0.0236359
27,5,-6.96402,-6.91258,0.0514374
27,6,-97.6425,-97.7557,0.113174
27,7,-58.1101,-58.0117,0.0983582
28,0,2.375,2.3876,0.0126038
28,1,89.0084,88.9727,0.0357056
28,2,-39.6287,-39.6614,0.0327454
28,3,-174.984,-174.816,0.168228
28,4,97.125,97.1042,0.020752
28,5,114.174,114.277,0.102982
28,6,56.8691,56.9899,0.120743
28,7,-90.2675,-90.1444,0.123123
29,0,-14.7195,-14.7318,0.0123596
29,1,13.8714,13.7965,0.0749054
29,2,43.0338,43.1486,0.114761
29,3,12.4667,12.5076,0.0408936
29,4,80.7953,80.6741,0.121216
29,5,41.7182,41.6914,0.0268402
29,6,-1.90919,-1.83435,0.0748444
29,7,54.7819,54.7807,0.00112915
30,0,-10.25,-10.3551,0.105072
30,1,117.546,117.78,0.23378
30,2,-103.779,-104.219,0.440018
30,3,-44.3126,-44.3217,0.00915527
30,4,-99.0867,-99.3054,0.218735
30,5,14.8545,14.9261,0.071579
30,6,-56.2464,-56.3568,0.110367
30,7,-59.3827,-59.4613,0.0786591
31,0,-72.5645,-72.8753,0.31073
31,1,64.8155,64.6199,0.195618
31,2,67.4732,67.5033,0.0301666
31,3,-55.265,-55.1913,0.0736847
31,4,96.7463,96.6948,0.0514984
31,5,-18.1899,-18.1971,0.00720215
31,6,-87.195,-87.375,0.179977
31,7,43.408,43.4908,0.0827637
32,0,-92.125,-93.1259,1.00087
32,1,-50.3351,-50.5071,0.171967
32,2,-165.923,-167.126,1.20328
32,3,25.0674,25.1251,0.057663
32,4,-72.875,-73.262,0.386978
32,5,-105.849,-106.387,0.53801
32,6,-5.01059,-4.94533,0.0652618
32,7,-76.0955,-76.5195,0.424011
33,0,-123.01,-123.684,0.673615
33,1,20.5333,20.583,0.0497437
33,2,73.7197,73.8614,0.141708
33,3,-93.7126,-93.7558,0.0431976
33,4,35.9778,35.9177,0.0600281
33,5,-60.4108,-60.3158,0.094986
33,6,47.9779,48.0141,0.0361786
33,7,-0.725693,-0.613571,0.112122
34,0,98.45,99.1459,0.695877
34,1,-79.3618,-79.5143,0.152496
34,2,-63.1716,-63.3896,0.217972
34,3,-141.47,-141.658,0.188339
34,4,-31.231,-31.2868,0.0558319
34,5,72.51,72.8447,0.334717
34,6,-46.8013,-46.9119,0.110535
34,7,-97.3566,-97.6349,0.278381
35,0,-70.4738,-70.9091,0.435287
35,1,124.322,124.303,0.0187683
35,2,-57.9853,-58.0936,0.108353
35,3,-35.3866,-35.3631,0.0235138
35,4,-6.20338,-6.20448,0.00109863
35,5,57.3592,57.3418,0.0174561
35,6,9.36267,9.45322,0.0905457
35,7,-14.7501,-14.6901,0.059967
36,0,-97.125,-97.6407,0.515747
36,1,41.7452,41.8156,0.0704498
36,2,-45.3891,-45.5013,0.112198
36,3,92.7873,92.8027,0.0153656
36,4,87.125,87.1064,0.0186157
36,5,7.95073,7.91544,0.0352936
36,6,-57.6432,-57.7135,0.070343
36,7,-100.6,-100.581,0.0184174
37,0,-21.211,-21.2636,0.0526123
37,1,25.4909,25.4427,0.0482635
37,2,-58.088,-58.1523,0.0643311
37,3,-38.978,-38.9195,0.0585175
37,4,-2.10912,-2.13837,0.0292511
37,5,16.6344,16.6522,0.017807
37,6,29.6539,29.7289,0.0749817
37,7,-58.0336,-57.9599,0.0736694
38,0,-26.5729,-26.8254,0.252457
38,1,-54.6417,-54.6127,0.0289459
38,2,63.9487,64.2386,0.289978
38,3,14.4312,14.6297,0.198517
38,4,-4.51727,-4.50595,0.011322
38,5,116.377,116.586,0.209076
38,6,33.1716,33.2811,0.109467
38,7,-166.227,-166.507,0.279816
39,0,29.5529,29.6559,0.103043
39,1,-56.0629,-56.0262,0.0367279
39,2,30.0534,30.1744,0.121017
39,3,68.2666,68.1802,0.0864716
39,4,76.2921,76.2993,0.00721741
39,5,-21.4535,-21.5265,0.0730133
39,6,-15.3925,-15.4134,0.020874
39,7,-53.7811,-53.8076,0.0264282
40,0,6.25,6.3179,0.0679016
40,1,-101.867,-102.328,0.4617
40,2,50.8448,51.2805,0.435699
40,3,-24.07,-24.1906,0.120621
40,4,-30.25,-30.4106,0.160629
40,5,26.8721,27.0968,0.224777
40,6,110.991,111.763,0.771759
40,7,-134.167,-134.939,0.7715
41,0,128.965,129.527,0.562149
41,1,68.9612,68.9343,0.0268402
41,2,-82.7057,-82.7907,0.0850525
41,3,-3.56303,-3.37531,0.187729
41,4,-42.0204,-42.047,0.0265961
41,5,122.611,122.619,0.00706482
41,6,43.7977,43.941,0.143295
41,7,-4.23799,-4.19289,0.045105
42,0,113.102,113.901,0.799728
42,1,46.961,47.0149,0.053833
42,2,69.3189,69.5961,0.277176
42,3,-92.6079,-92.7158,0.107849
42,4,83.8658,84.0138,0.148041
42,5,58.362,58.4763,0.114319
42,6,4.99353,4.99411,0.000579834
42,7,16.963,17.0625,0.0994415
43,0,-3.21251,-3.13466,0.0778503
43,1,23.0757,23.1216,0.0458832
43,2,-3.7095,-3.62035,0.0891571
43,3,-11.0226,-11.0228,0.000259399
43,4,-17.8538,-18.0051,0.151367
43,5,-56.9377,-56.9087,0.0290375
43,6,72.3455,72.4286,0.0831146
43,7,-14.684,-14.6952,0.0112457
44,0,-36.75,-36.9451,0.195145
44,1,-38.4413,-38.4925,0.0511932
44,2,167.41,167.62,0.210022
44,3,7.62878,7.63994,0.0111542
44,4,136.75,136.721,0.0292206
44,5,57.9542,57.9193,0.0349731
44,6,-122.381,-122.691,0.30983
44,7,62.7575,62.7028,0.0547333
45,0,105.846,106.34,0.49353
45,1,-11.2952,-11.2352,0.0600433
45,2,96.3215,96.4867,0.165176
45,3,2.22954,2.24011,0.0105743
45,4,-172.394,-172.382,0.0116425
45,5,-74.6127,-74.5329,0.0798645
45,6,-74.4277,-74.6768,0.249039
45,7,-65.5578,-65.5234,0.0344238
46,0,-30.0712,-30.3579,0.286713
46,1,41.3107,41.3467,0.0359802
46,2,38.4935,38.6153,0.121735
46,3,-10.5622,-10.5461,0.0161285
46,4,9.09854,9.06297,0.0355682
46,5,-48.2077,-48.3344,0.126678
46,6,40.6811,40.8017,0.120605
46,7,29.1753,29.2535,0.0782318
47,0,118.647,119.34,0.692856
47,1,-40.0707,-40.0247,0.0460663
47,2,-91.5657,-91.7711,0.205383
47,3,-124.978,-124.991,0.0125732
47,4,143.99,143.964,0.0259247
47,5,-53.5838,-53.3633,0.220551
47,6,29.7496,29.8717,0.122147
47,7,1.67413,1.71616,0.0420227
48,0,56.75,57.3665,0.616547
48,1,-77.8365,-78.3406,0.504044
48,2,-64.3388,-64.7502,0.411362
48,3,-3.30125,-3.2874,0.013855
48,4,-150,-150.797,0.796509
48,5,111.122,111.696,0.573746
48,6,88.3464,89.0248,0.678421
48,7,79.871,80.2207,0.349701
49,0,10.4173,10.3912,0.0260468
49,1,-85.6325,-85.7127,0.0802765
49,2,7.94127,7.97955,0.0382843
49,3,33.5845,33.6502,0.0657501
49,4,56.3869,56.269,0.117859
49,5,74.6915,74.7095,0.0180359
49,6,11.646,11.7096,0.0635986
49,7,56.6536,56.4545,0.199097
50,0,7.15891,7.22046,0.061554
50,1,-18.6704,-18.8651,0.194733
50,2,147.078,147.624,0.546021
50,3,47.6569,47.7363,0.0793915
50,4,18.8981,18.9766,0.0785522
50,5,91.6894,91.8276,0.138214
50,6,-32.2077,-32.4671,0.259384
50,7,158.216,158.402,0.186478
51,0,-15.9451,-16.0537,0.108673
51,1,-27.0815,-26.9511,0.130432
51,2,-96.2127,-96.3972,0.184555
51,3,167.085,167.083,0.00254822
51,4,64.6073,64.6402,0.0328827
51,5,17.3709,17.3061,0.0648041
51,6,-53.9692,-53.982,0.0128326
51,7,-132.542,-132.594,0.0522461
52,0,-33.25,-33.4266,0.176559
52,1,22.5555,22.5891,0.0335999
52,2,-26.5728,-26.6304,0.0575714
52,3,-37.6593,-37.6183,0.0409088
52,4,-91.5,-91.4805,0.0195465
52,5,13.7319,13.7767,0.0448761
52,6,-20.3826,-20.401,0.0184784
52,7,-77.1725,-77.1272,0.0453033
53,0,-8.61676,-8.69719,0.0804291
53,1,68.732,68.7649,0.032959
53,2,-6.22118,-6.15285,0.0683289
53,3,-3.15817,-3.26825,0.110077
53,4,80.3801,80.2598,0.1203
53,5,-59.8461,-59.8378,0.00831604
53,6,-3.09261,-3.02908,0.0635223
53,7,-11.9403,-11.8446,0.0956421
54,0,15.9765,16.0877,0.111191
54,1,-56.9767,-57.0764,0.0997162
54,2,55.5423,55.6002,0.0579529
54,3,-40.6209,-40.6515,0.0306396
54,4,76.3282,76.4464,0.118195
54,5,116.181,116.374,0.192291
54,6,-87.3279,-87.6579,0.329956
54,7,-49.0404,-49.2629,0.222488
55,0,121.676,122.332,0.65567
55,1,26.6245,26.4899,0.134628
55,2,-50.5762,-50.6724,0.0962677
55,3,-52.8327,-52.9088,0.0760345
55,4,131.079,131.046,0.0335846
55,5,-63.1058,-63.046,0.0597992
55,6,-87.3243,-87.411,0.0866699
55,7,120.393,120.493,0.100235
56,0,-10.375,-10.4877,0.112717
56,1,-75.5009,-75.8655,0.364594
56,2,24.3122,24.4558,0.143616
56,3,-49.2466,-49.6289,0.382233
56,4,-12.375,-12.4407,0.0657196
56,5,-140.1,-140.796,0.695847
56,6,-52.6896,-53.0856,0.396011
56,7,11.623,11.6777,0.054657
57,0,-34.1106,-34.2486,0.137939
57,1,-133.681,-133.663,0.0179749
57,2,39.6616,39.7873,0.125748
57,3,-114.322,-114.432,0.109558
57,4,1.18031,1.12405,0.0562592
57,5,-103.423,-103.308,0.115143
57,6,89.2001,89.4102,0.210129
57,7,-42.4355,-42.4276,0.00798035
58,0,-46.4539,-46.8344,0.380463
58,1,61.1442,61.2405,0.0962524
58,2,-12.2197,-12.292,0.0722961
58,3,33.3935,33.499,0.105484
58,4,115.535,115.713,0.177841
58,5,67.7103,67.8737,0.163452
58,6,-154.694,-155.192,0.497894
58,7,-101.027,-101.194,0.167175
59,0,71.305,71.6054,0.3004
59,1,-13.6475,-13.7602,0.112747
59,2,126.518,126.777,0.259308
59,3,15.0515,14.9649,0.0866089
59,4,-156.162,-156.032,0.12941
59,5,3.24017,3.13512,0.105057
59,6,-1.20338,-1.31747,0.11409
59,7,110.964,110.924,0.0401154
60,0,69.875,70.246,0.371033
60,1,-75.489,-75.5122,0.0231781
60,2,-15.5724,-15.659,0.0865021
60,3,20.6466,20.5391,0.107483
60,4,-73.625,-73.6093,0.0157166
60,5,-81.9794,-81.9991,0.0196228
60,6,-98.677,-98.8352,0.158218
60,7,113.589,113.519,0.0708923
61,0,-92.8965,-93.43,0.533417
61,1,26.6261,26.6088,0.017334
61,2,53.3223,53.2476,0.0746918
61,3,-10.2394,-10.2528,0.0134125
61,4,127.483,127.564,0.0810699
61,5,-15.0501,-15.0564,0.00637817
61,6,-119.235,-119.458,0.222595
61,7,27.8218,27.7796,0.0422668
62,0,-72.6262,-73.1231,0.496933
62,1,-89.2773,-89.4851,0.20784
62,2,108.556,109.01,0.454117
62,3,-58.396,-58.4879,0.0918579
62,4,-30.4026,-30.5246,0.121964
62,5,79.4213,79.5764,0.155106
62,6,88.7197,89.0687,0.348938
62,7,-25.4228,-25.4567,0.0338593
63,0,7.08713,7.0934,0.00627136
63,1,79.5849,79.4787,0.106232
63,2,-1.832,-1.90382,0.0718231
63,3,61.4534,61.425,0.0283966
63,4,-27.811,-27.771,0.0399933
63,5,55.0878,54.957,0.130829
63,6,-65.7916,-65.818,0.0263977
63,7,-20.8205,-20.8668,0.0462341
64,0,-29.25,-29.5678,0.31778
64,1,-42.7487,-42.9652,0.216537
64,2,68.6513,69.1262,0.474899
64,3,-126.434,-127.159,0.724762
64,4,106.25,106.814,0.564194
64,5,-67.7485,-68.0091,0.260635
64,6,-35.4718,-35.7704,0.298584
64,7,-11.9821,-12.0158,0.0336761
65,0,15.7666,15.9246,0.15799
65,1,-23.9629,-23.8808,0.0820465
65,2,80.2845,80.4392,0.154648
65,3,34.5135,34.4624,0.0510712
65,4,34.4888,34.4353,0.0534668
65,5,-21.7816,-21.8649,0.0833893
65,6,-122.635,-122.847,0.212204
65,7,9.69627,9.6664,0.0298767
66,0,-118.543,-119.315,0.771988
66,1,-33.3783,-33.597,0.218735
66,2,56.6831,56.9745,0.291367
66,3,60.3567,60.3574,0.000686646
66,4,-3.30672,-3.27348,0.0332336
66,5,-21.9343,-22.0531,0.118805
66,6,152.262,152.751,0.488937
66,7,105.404,105.529,0.124588
67,0,54.5341,54.8324,0.298325
67,1,85.9888,85.8677,0.121124
67,2,-2.25098,-2.19394,0.0570374
67,3,75.2313,75.1273,0.104034
67,4,-64.3496,-64.3426,0.00697327
67,5,-92.1824,-92.195,0.012619
67,6,35.1994,35.2939,0.0945587
67,7,139.492,139.567,0.0745697
68,0,35,35.1859,0.185852
68,1,-127.216,-127.132,0.0831909
68,2,-186.702,-187.011,0.308914
68,3,-27.9015,-27.9671,0.065567
68,4,93,92.9801,0.0198669
68,5,-56.2122,-56.1365,0.0756683
68,6,13.7441,13.881,0.136948
68,7,-54.6308,-54.681,0.0502014
69,0,-16.7776,-16.8737,0.0960693
69,1,-73.7497,-73.8836,0.133835
69,2,-21.2664,-21.2122,0.054245
69,3,-39.2807,-39.308,0.0272064
69,4,-16.2578,-16.2383,0.0195312
69,5,128.679,128.71,0.0309296
69,6,90.5821,90.7805,0.198395
69,7,95.1343,94.9567,0.177673
70,0,139.752,140.836,1.08344
70,1,-184.613,-184.898,0.28447
70,2,-10.4875,-10.5872,0.0996246
70,3,-87.9013,-88.1586,0.257294
70,4,63.8778,63.9884,0.110565
70,5,-17.797,-17.7143,0.0826721
70,6,-44.4331,-44.6802,0.24707
70,7,-17.6169,-17.7981,0.181213
71,0,-88.1197,-88.5902,0.470474
71,1,-37.9021,-37.909,0.00691223
71,2,-133.608,-133.833,0.224655
71,3,66.636,66.6127,0.0233307
71,4,58.3671,58.4012,0.0341187
71,5,7.27124,7.22952,0.0417175
71,6,-99.81,-100.005,0.195297
71,7,-7.94717,-8.05611,0.108932
72,0,109.125,110.311,1.18556
72,1,-6.11229,-6.02562,0.0866699
72,2,-8.86723,-8.89992,0.0326843
72,3,-15.4707,-15.565,0.094223
72,4,45.625,45.8673,0.242264
72,5,-57.9434,-58.183,0.239594
72,6,51.4335,51.811,0.377472
72,7,-151.521,-152.307,0.786484
73,0,-27.1791,-27.3878,0.208664
73,1,-66.3873,-66.4622,0.0748291
73,2,-104.751,-104.902,0.151733
73,3,-54.728,-54.7693,0.0413361
73,4,-71.8378,-71.888,0.0501709
73,5,19.2798,19.3645,0.0846405
73,6,-105.756,-105.915,0.158798
73,7,57.1504,57.2403,0.0899506
74,0,47.3433,47.712,0.368622
74,1,-50.9008,-51.043,0.142166
74,2,78.3892,78.763,0.373856
74,3,-58.4435,-58.4632,0.0196533
74,4,23.1391,23.1967,0.0576172
74,5,94.6454,94.8746,0.229202
74,6,54.7828,54.914,0.131134
74,7,0.418198,0.405701,0.0124969
75,0,-7.7599,-7.73354,0.0263672
75,1,-249.645,-249.566,0.0783844
75,2,116.4,116.452,0.0522003
75,3,47.6168,47.4837,0.133118
75,4,48.868,48.8701,0.00210571
75,5,-11.675,-11.6756,0.000656128
75,6,-141.982,-142.372,0.390076
75,7,35.4574,35.3091,0.148392
76,0,59.375,59.6903,0.315277
76,1,-73.2476,-73.2489,0.00128174
76,2,-217.342,-217.715,0.373596
76,3,-16.2124,-16.2431,0.0307007
76,4,108.375,108.352,0.0231628
76,5,-5.19402,-5.17845,0.015564
76,6,-6.98355,-6.86317,0.120377
76,7,28.0608,28.012,0.0488739
77,0,123.765,124.417,0.652115
77,1,50.0756,50.2825,0.20694
77,2,-46.2876,-46.428,0.140396
77,3,21.1391,21.0862,0.0529327
77,4,80.8453,80.7797,0.0655823
77,5,-40.3502,-40.3242,0.026001
77,6,-52.2679,-52.2338,0.0340881
77,7,-18.2593,-18.1894,0.0699463
78,0,42.7626,43.043,0.28035
78,1,-20.7898,-20.8163,0.026474
78,2,93.5328,93.8041,0.271271
78,3,53.9783,54.1169,0.138626
78,4,30.0581,30.0951,0.0370026
78,5,39.3774,39.3431,0.0343628
78,6,-31.3892,-31.593,0.203888
78,7,28.3758,28.3823,0.00648499
79,0,29.2927,29.4088,0.116089
79,1,-37.5355,-37.3301,0.205475
79,2,-73.058,-73.2461,0.188019
79,3,55.8349,55.7321,0.102783
79,4,73.0683,72.9699,0.0984192
79,5,-75.261,-75.1793,0.0816803
79,6,59.0858,59.2187,0.132889
79,7,-183.379,-183.328,0.0509949
80,0,-27.625,-27.9251,0.300125
80,1,103.742,104.224,0.482239
80,2,-2.94293,-2.94998,0.00704956
80,3,-129.859,-130.516,0.657333
80,4,2.875,2.89026,0.0152588
80,5,1.62996,1.68431,0.0543518
80,6,23.2727,23.4429,0.170151
80,7,59.8888,60.32,0.431152
81,0,-81.4884,-81.9779,0.489487
81,1,-60.718,-60.6533,0.0646362
81,2,27.967,28.0307,0.0636749
81,3,71.4767,71.456,0.0207367
81,4,-35.3215,-35.3039,0.0175323
81,5,89.4852,89.4062,0.0789948
81,6,-53.7069,-53.7533,0.046402
81,7,24.3747,24.2367,0.138062
82,0,4.80457,4.91615,0.111588
82,1,12.3763,12.3714,0.00491333
82,2,-107.771,-108.226,0.455276
82,3,9.8916,9.84918,0.0424194
82,4,16.8356,16.8645,0.0288849
82,5,-23.6301,-23.7239,0.0938568
82,6,-116.829,-117.086,0.257675
82,7,71.3353,71.3764,0.0411224
83,0,-120.624,-121.347,0.723892
83,1,22.9554,22.8277,0.127731
83,2,8.66577,8.60762,0.0581512
83,3,115.102,115.142,0.0394897
83,4,5.85269,5.85716,0.00447083
83,5,-0.59761,-0.633987,0.036377
83,6,-26.9802,-27.0224,0.0422821
83,7,30.5049,30.5614,0.0564423
84,0,-113.125,-113.726,0.600708
84,1,-51.8989,-51.8294,0.069458
84,2,-130.792,-131.056,0.263153
84,3,-63.2173,-63.2828,0.0654144
84,4,24.375,24.3698,0.00521851
84,5,-107.277,-107.183,0.0945587
84,6,-67.1872,-67.2218,0.0346069
84,7,-44.9117,-44.8923,0.0193176
85,0,-63.0404,-63.3095,0.26918
85,1,-160.345,-160.373,0.0285034
85,2,-104.211,-104.382,0.170944
85,3,79.2767,79.0912,0.185562
85,4,21.5936,21.599,0.00541687
85,5,33.0822,32.9899,0.0923004
85,6,11.6613,11.8091,0.147812
85,7,128.111,127.904,0.20723
86,0,125.597,126.502,0.905579
86,1,19.0083,19.1281,0.119827
86,2,9.17149,9.36948,0.197983
86,3,-56.5191,-56.608,0.088913
86,4,0.467911,0.458466,0.00944519
86,5,-33.3392,-33.2954,0.0438538
86,6,162.521,163.174,0.653259
86,7,-142.035,-142.276,0.240295
87,0,90.2376,90.714,0.476395
87,1,-30.7509,-30.7601,0.00923157
87,2,-16.5678,-16.6238,0.056015
