group,index,expected,actual,diff
44,4,-45.9619,-18.0273,27.9346
44,5,50.9413,0,50.9413
44,6,176.814,-18.0273,194.841
44,7,-147.472,183.211,330.683
45,0,304,304,0
45,1,0.226089,354.023,353.797
45,2,-79.1817,78.7656,157.947
45,3,99.1708,0,99.1708
45,4,-356.382,78.7656,435.147
45,5,-3.05452,0,3.05452
45,6,97.0889,78.7656,18.3233
45,7,58.4,354.023,295.623
46,0,290,290,0
46,1,48.5462,194.625,146.079
46,2,-221.462,-8.04297,213.419
46,3,-80.0457,0,80.0457
46,4,254.558,-8.04297,262.601
46,5,-123.5,0,123.5
46,6,-220.537,-8.04297,212.494
46,7,64.036,194.625,130.589
47,0,-369,-369,0
47,1,-8.40694,-441.602,433.195
47,2,-196.104,-197.469,1.36426
47,3,-242.989,0,242.989
47,4,58.6899,-197.469,256.159
47,5,-131.6,0,131.6
47,6,60.5642,-197.469,258.033
47,7,-151.891,-441.602,289.711
48,0,287,287,0
48,1,13.9857,121.586,107.6
48,2,62.6428,13.8672,48.7756
48,3,-207.854,0,207.854
48,4,102.53,13.8672,88.6633
48,5,85.0093,0,85.0093
48,6,86.5614,13.8672,72.6943
48,7,235.489,121.586,113.903
49,0,352,352,0
49,1,-151.535,173.359,324.895
49,2,-119.384,50.7539,170.138
49,3,-107.46,0,107.46
49,4,135.764,50.7539,85.0106
49,5,32.7415,0,32.7415
49,6,73.9422,50.7539,23.1883
49,7,209.118,173.359,35.7587
50,0,-576,-576,0
50,1,-69.684,148.297,217.981
50,2,56.3361,33.8359,22.5001
50,3,-22.3412,0,22.3412
50,4,43.8406,33.8359,10.0047
50,5,-16.5831,0,16.5831
50,6,-96.8104,33.8359,130.646
50,7,90.1207,148.297,58.1761
51,0,-161,-161,0
51,1,85.4853,-194.039,279.524
51,2,137.923,-5.82422,143.748
51,3,-69.0484,0,69.0484
51,4,-68.5894,-5.82422,62.7651
51,5,-208.522,0,208.522
51,6,294.174,-5.82422,299.998
51,7,57.5285,-194.039,251.568
52,0,37,37,0
52,1,202.277,589.242,386.966
52,2,-59.3187,-1.66406,57.6546
52,3,-154.986,0,154.986
52,4,143.543,-1.66406,145.207
52,5,49.4534,0,49.4534
52,6,-115.492,-1.66406,113.827
52,7,151.388,589.242,437.854
53,0,74,74,0
53,1,121.089,-231.328,352.417
53,2,-90.4539,-96.2383,5.78433
53,3,-324.967,0,324.967
53,4,190.919,-96.2383,287.157
53,5,-13.6083,0,13.6083
53,6,77.2663,-96.2383,173.505
53,7,132.331,-231.328,363.659
54,0,-186,-186,0
54,1,-147.348,154.922,302.27
54,2,-69.0171,175.559,244.576
54,3,321.421,0,321.421
54,4,-79.196,175.559,254.755
54,5,247.758,0,247.758
54,6,-81.625,175.559,257.184
54,7,29.6709,154.922,125.251
55,0,-305,-305,0
55,1,-86.56,-163.461,76.901
55,2,-161.756,-32.1719,129.584
55,3,-3.26578,0,3.26578
55,4,-188.798,-32.1719,156.626
55,5,55.4473,0,55.4473
55,6,-30.2001,-32.1719,1.97174
55,7,-61.0597,-163.461,102.401
56,0,-285,-285,0
56,1,-47.3868,-60.3125,12.9257
56,2,-100.61,241.289,341.899
56,3,151.613,0,151.613
56,4,225.567,241.289,15.722
56,5,-58.6792,0,58.6792
56,6,-34.0973,241.289,275.386
56,7,331.19,-60.3125,391.503
57,0,-162,-162,0
57,1,70.2361,-68.1953,138.431
57,2,-29.8625,64.6211,94.4836
57,3,-52.6648,0,52.6648
57,4,-46.6691,64.6211,111.29
57,5,93.8126,0,93.8126
57,6,286.371,64.6211,221.75
57,7,181.762,-68.1953,249.957
58,0,-116,-116,0
58,1,-127.707,573.812,701.52
58,2,-346.684,136.453,483.137
58,3,141.132,0,141.132
58,4,-100.409,136.453,236.862
58,5,-71.6967,0,71.6967
58,6,-216.121,136.453,352.574
58,7,132.051,573.812,441.762
59,0,215,215,0
59,1,-165.228,-432.602,267.374
59,2,-129.329,63.5117,192.841
59,3,31.7584,0,31.7584
59,4,57.2757,63.5117,6.23607
59,5,105.831,0,105.831
59,6,173.732,63.5117,110.221
59,7,95.3578,-432.602,527.959
60,0,400,400,0
60,1,46.1266,348.25,302.123
60,2,141.682,85.9766,55.7053
60,3,46.5399,0,46.5399
60,4,69.2965,85.9766,16.6801
60,5,-109.766,0,109.766
60,6,31.6267,85.9766,54.3498
60,7,125.521,348.25,222.729
61,0,-270,-270,0
61,1,68.8727,63.1953,5.67741
61,2,70.65,-116.207,186.857
61,3,-73.1844,0,73.1844
61,4,29.6985,-116.207,145.906
61,5,-51.9022,0,51.9022
61,6,237.083,-116.207,353.291
61,7,-159.302,63.1953,222.497
62,0,-478,-478,0
62,1,235.799,474.938,239.138
62,2,116.124,-4.16016,120.284
62,3,-7.1692,0,7.1692
62,4,-137.179,-4.16016,133.019
62,5,-136.805,0,136.805
62,6,132.527,-4.16016,136.687
62,7,-1.25864,474.938,476.196
63,0,-32,-32,0
63,1,259.72,265.391,5.67035
63,2,114.699,-60.1836,174.883
63,3,-222.208,0,222.208
63,4,21.2132,-60.1836,81.3968
63,5,38.6788,0,38.6788
63,6,-70.4709,-60.1836,10.2873
63,7,101.494,265.391,163.896
64,0,-28,-28,0
64,1,-112.096,-141.336,29.2395
64,2,-339.444,21.9102,361.354
64,3,196.508,0,196.508
64,4,169.706,21.9102,147.795
64,5,38.5574,0,38.5574
64,6,119.172,21.9102,97.2618
64,7,-152.599,-141.336,11.2627
65,0,-158,-158,0
65,1,-37.9302,239.188,277.118
65,2,-1.35435,164.742,166.097
65,3,89.5453,0,89.5453
65,4,69.2965,164.742,95.4457
65,5,-21.4668,0,21.4668
65,6,-132.613,164.742,297.355
65,7,240.079,239.188,0.89122
66,0,414,414,0
66,1,-21.7976,-265.703,243.906
66,2,-16.8859,-104.836,87.9501
66,3,-104.253,0,104.253
66,4,-214.96,-104.836,110.125
66,5,-149.322,0,149.322
66,6,-92.5033,-104.836,12.3326
66,7,-105.285,-265.703,160.418
67,0,280,280,0
67,1,255.649,-185.32,440.969
67,2,35.264,39.1055,3.84146
67,3,-7.62563,0,7.62563
67,4,-69.2965,39.1055,108.402
67,5,8.80884,0,8.80884
67,6,199.696,39.1055,160.59
67,7,85.5726,-185.32,270.893
68,0,457,457,0
68,1,-13.9159,400.07,413.986
68,2,-82.9044,33.5586,116.463
68,3,-135.592,0,135.592
68,4,75.6604,33.5586,42.1018
68,5,45.0285,0,45.0285
68,6,82.5582,33.5586,48.9996
68,7,202.691,400.07,197.379
69,0,-166,-166,0
69,1,76.1423,165.516,89.3733
69,2,303.891,91.8008,212.09
69,3,46.8537,0,46.8537
69,4,50.9117,91.8008,40.8891
69,5,202.458,0,202.458
69,6,131.288,91.8008,39.4868
69,7,136.493,165.516,29.0225
70,0,321,321,0
70,1,13.9935,262.68,248.686
70,2,-2.06726,34.668,36.7352
70,3,72.6813,0,72.6813
70,4,170.413,34.668,135.745
70,5,-289.765,0,289.765
70,6,78.1583,34.668,43.4904
70,7,-3.03511,262.68,265.715
71,0,-130,-130,0
71,1,-34.4561,156.602,191.058
71,2,-266.347,173.895,440.241
71,3,224.352,0,224.352
71,4,67.8822,173.895,106.012
71,5,-37.6688,0,37.6688
71,6,18.4803,173.895,155.414
71,7,123.595,156.602,33.0065
72,0,300,300,0
72,1,59.0958,37.3516,21.7443
72,2,-155.394,13.0352,168.429
72,3,25.1263,0,25.1263
72,4,-50.9117,13.0352,63.9469
72,5,-25.1547,0,25.1547
72,6,-445.368,13.0352,458.403
72,7,0.913803,37.3516,36.4378
73,0,-349,-349,0
73,1,-47.1062,-892.156,845.05
73,2,-317.47,43.8203,361.291
73,3,-41.0026,0,41.0026
73,4,-183.141,43.8203,226.961
73,5,-99.9721,0,99.9721
73,6,-114.182,43.8203,158.003
73,7,128.82,-892.156,1020.98
74,0,55,55,0
74,1,-131.176,-228.391,97.2143
74,2,-62.8257,37.1641,99.9898
74,3,102.007,0,102.007
74,4,-210.011,37.1641,247.175
74,5,8.13977,0,8.13977
74,6,156.901,37.1641,119.737
74,7,-27.5309,-228.391,200.86
75,0,-43,-43,0
75,1,120.909,314.445,193.536
75,2,-180.24,6.10156,186.342
75,3,95.7521,0,95.7521
75,4,125.158,6.10156,119.056
75,5,-9.18613,0,9.18613
75,6,69.3003,6.10156,63.1987
75,7,-83.6653,314.445,398.111
76,0,409,409,0
76,1,32.5892,139.07,106.481
76,2,-58.2429,14.1445,72.3874
76,3,208.966,0,208.966
76,4,283.55,14.1445,269.405
76,5,-36.8318,0,36.8318
76,6,-5.72432,14.1445,19.8689
76,7,-180.666,139.07,319.736
77,0,-178,-178,0
77,1,-16.371,-11.3984,4.97253
77,2,-185.109,19.4141,204.523
77,3,-55.2589,0,55.2589
77,4,-115.966,19.4141,135.38
77,5,-231.116,0,231.116
77,6,-125.382,19.4141,144.796
77,7,94.36,-11.3984,105.758
78,0,140,140,0
78,1,-172.451,-250.992,78.5411
78,2,52.9735,13.3125,39.661
78,3,-59.8162,0,59.8162
78,4,-124.451,13.3125,137.763
78,5,-172.617,0,172.617
78,6,-49.4955,13.3125,62.808
78,7,86.8154,-250.992,337.808
79,0,-230,-230,0
79,1,491.524,-99.2344,590.759
79,2,-50.8087,59.9062,110.715
79,3,-108.424,0,108.424
79,4,-32.5269,59.9062,92.4332
79,5,-36.1477,0,36.1477
79,6,54.7218,59.9062,5.18445
79,7,227.779,-99.2344,327.013
80,0,34,34,0
80,1,-100.866,109.703,210.569
80,2,-176.302,-13.5898,162.713
80,3,-74.2622,0,74.2622
80,4,-1.41422,-13.5898,12.1756
80,5,-320.57,0,320.57
80,6,-70.8621,-13.5898,57.2722
80,7,47.5258,109.703,62.1773
81,0,-161,-161,0
81,1,-34.5597,-141.766,107.206
81,2,-286.753,5.26953,292.023
81,3,-27.2271,0,27.2271
81,4,-328.805,5.26953,334.074
81,5,166.082,0,166.082
81,6,-28.9386,5.26953,34.2082
81,7,37.6283,-141.766,179.394
82,0,-125,-125,0
82,1,-86.2105,-57.6328,28.5777
82,2,-360.231,-161.969,198.263
82,3,-150.345,0,150.345
82,4,-200.111,-161.969,38.1425
82,5,32.4704,0,32.4704
82,6,-110.247,-161.969,51.7221
82,7,-173.611,-57.6328,115.978
83,0,-317,-317,0
83,1,-25.4311,-220.453,195.022
83,2,79.6188,93.7422,14.1234
83,3,163.188,0,163.188
83,4,-108.187,93.7422,201.93
83,5,26.8453,0,26.8453
83,6,-72.0129,93.7422,165.755
83,7,24.3385,-220.453,244.792
84,0,219,219,0
84,1,356.846,-144.383,501.229
84,2,25.3706,-132.016,157.386
84,3,-292.99,0,292.99
84,4,-47.3762,-132.016,84.6395
84,5,-62.6897,0,62.6897
84,6,66.7932,-132.016,198.809
84,7,28.584,-144.383,172.967
85,0,215,215,0
85,1,-150.649,133.797,284.445
85,2,2.22112,147.27,145.048
85,3,214.126,0,214.126
85,4,-159.099,147.27,306.369
85,5,188.832,0,188.832
85,6,-151.697,147.27,298.967
85,7,80.4405,133.797,53.3564
86,0,51,51,0
86,1,-178.914,-303.945,125.032
86,2,8.46603,43.2656,34.7996
86,3,90.132,0,90.132
86,4,41.7193,43.2656,1.54633
86,5,132.245,0,132.245
86,6,-328.788,43.2656,372.053
86,7,-3.53099,-303.945,300.414
87,0,-108,-108,0
87,1,-244.325,-658.773,414.449
87,2,294.595,-97.9023,392.497
87,3,-103.139,0,103.139
87,4,155.563,-97.9023,253.466
87,5,179.271,0,179.271
87,6,-157.232,-97.9023,59.3297
87,7,-92.6411,-658.773,566.132
88,0,-260,-260,0
88,1,-106.182,-315.391,209.209
88,2,119.291,35.5,83.7912
88,3,22.0936,0,22.0936
88,4,-176.777,35.5,212.277
88,5,-161.104,0,161.104
88,6,-81.5574,35.5,117.057
88,7,49.208,-315.391,364.599
89,0,347,347,0
89,1,-9.17873,-163.555,154.376
89,2,-123.44,2.77344,126.213
89,3,-57.9933,0,57.9933
89,4,-31.8198,2.77344,34.5932
89,5,-238.309,0,238.309
89,6,10.566,2.77344,7.79253
89,7,63.8055,-163.555,227.36
90,0,29,29,0
90,1,-66.4879,21.3203,87.8082
90,2,-328.346,19.1367,347.483
90,3,-1.9599,0,1.9599
90,4,170.413,19.1367,151.276
90,5,-84.833,0,84.833
90,6,92.3794,19.1367,73.2427
90,7,40.4036,21.3203,19.0833
91,0,410,410,0
91,1,58.9866,185.492,126.506
91,2,-122.475,45.7617,168.236
91,3,44.3345,0,44.3345
91,4,-280.014,45.7617,325.776
91,5,-23.6312,0,23.6312
91,6,251.257,45.7617,205.495
91,7,47.1724,185.492,138.32
92,0,355,355,0
92,1,36.5702,503.57,467
92,2,-43.5536,-126.746,83.1924
92,3,-143.084,0,143.084
92,4,-205.768,-126.746,79.022
92,5,70.91,0,70.91
92,6,-7.2166,-126.746,119.529
92,7,-110.582,503.57,614.152
93,0,77,77,0
93,1,-49.3098,-14.4062,34.9035
93,2,-202.881,-2.49609,200.385
93,3,-255.517,0,255.517
93,4,38.8909,-2.49609,41.387
93,5,52.1382,0,52.1382
93,6,387.887,-2.49609,390.383
93,7,250.521,-14.4062,264.927
94,0,-138,-138,0
94,1,98.7094,777.422,678.712
94,2,-38.6304,-31.3398,7.29059
94,3,-4.40906,0,4.40906
94,4,-142.836,-31.3398,111.496
94,5,-177.905,0,177.905
94,6,213.466,-31.3398,244.806
94,7,-58.2007,777.422,835.623
95,0,451,451,0
95,1,-186.188,427.75,613.938
95,2,-91.3938,20.8008,112.195
95,3,-34.2703,0,34.2703
95,4,180.312,20.8008,159.511
95,5,9.41145,0,9.41145
95,6,32.499,20.8008,11.6982
95,7,76.07,427.75,351.68
96,0,206,206,0
96,1,-108.275,65.2266,173.502
96,2,74.5153,-135.344,209.859
96,3,-17.8322,0,17.8322
96,4,-282.843,-135.344,147.499
96,5,36.1504,0,36.1504
96,6,209.46,-135.344,344.804
96,7,-252.841,65.2266,318.068
97,0,-96,-96,0
97,1,53.4125,419.586,366.173
97,2,344.208,115.375,228.833
97,3,119.268,0,119.268
97,4,107.48,115.375,7.89476
97,5,133.264,0,133.264
97,6,99.2801,115.375,16.0949
97,7,111.336,419.586,308.25
98,0,195,195,0
98,1,-67.2236,198.5,265.724
98,2,188.508,-10.8164,199.324
98,3,135.301,0,135.301
98,4,-202.94,-10.8164,192.123
98,5,98.3363,0,98.3363
98,6,242.606,-10.8164,253.423
98,7,-156.973,198.5,355.473
99,0,-184,-184,0
99,1,171.709,485.859,314.15
99,2,7.88718,-192.199,200.086
99,3,-294.57,0,294.57
99,4,12.7279,-192.199,204.927
99,5,-158.981,0,158.981
99,6,129.907,-192.199,322.106
99,7,-89.9311,485.859,575.79
